,opt_date,strike,lastPrice,dist OTM,% OTM,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,value
66,2020-06-19,60.0,1.56,16.49500274658203,21.563503698702807,1.5,1.6,0.0,0.0,58.0,4146.0,0.622074091796875,0.0,646776.0
67,2020-08-21,50.0,1.6,26.49500274658203,34.63625308225234,1.55,1.65,0.0,0.0,11.0,281.0,0.6608920629882813,0.0,44960.0
68,2020-05-15,67.5,1.6,8.995002746582031,11.75894166104066,1.58,1.62,0.0,0.0,73.0,2196.0,0.6313513427734375,0.0,351360.00000000006
69,2020-05-01,72.5,1.65,3.9950027465820312,5.222566969265893,1.57,1.68,-0.18000007,-9.836069,171.0,582.0,0.6030313134765627,0.0,96030.0
70,2020-05-08,70.0,1.7,6.495002746582031,8.490754315153277,1.43,1.86,-0.19999993,-10.526312,18.0,41.0,0.6169471899414063,0.0,6970.0
71,2020-05-29,60.0,1.7,16.49500274658203,21.563503698702807,0.13,1.58,0.0,0.0,,7.0,0.631839619140625,0.0,1190.0
72,2020-05-08,68.5,1.75,7.995002746582031,10.451666722685706,1.25,1.5,0.0,0.0,1.0,117.0,0.6420934228515626,0.0,20475.0
73,2020-07-17,55.0,1.75,21.49500274658203,28.099878390477574,1.5,1.66,0.20000005,12.903229,10.0,462.0,0.6430699755859376,0.0,80850.0
74,2020-05-29,64.0,1.79,12.495002746582031,16.334403945282997,0.03,4.3,0.0,0.0,,2.0,0.717776259765625,0.0,358.0
75,2020-05-08,66.0,1.8,10.495002746582031,13.71985406857309,0.8,1.09,0.0,0.0,9.0,39.0,0.6660189648437502,0.0,7020.0
76,2020-05-01,73.0,1.82,3.4950027465820312,4.568929500088418,1.69,1.9,-0.49999988,-21.55172,13.0,54.0,0.6025430371093752,0.0,9828.0
77,2020-05-22,66.5,1.85,9.995002746582031,13.066216599395613,0.15,4.6,0.0,0.0,4.0,4.0,0.7158231542968749,0.0,740.0
78,2020-05-22,65.0,1.85,11.495002746582031,15.027129006928043,0.14,4.05,0.0,0.0,3.0,15.0,0.7368190380859375,0.0,2775.0
79,2020-07-17,57.5,1.85,18.99500274658203,24.831691044590194,1.79,1.94,-0.16999996,-8.41584,5.0,2818.0,0.6149940844726562,0.0,521330.0
80,2020-05-22,64.0,1.9,12.495002746582031,16.334403945282997,0.0,3.0,0.0,0.0,5.0,9.0,0.6787141503906251,0.0,1709.9999999999998
81,2020-05-22,62.0,1.95,14.495002746582031,18.9489538219929,0.02,4.55,0.0,0.0,,1.0,0.8937998901367187,0.0,195.0
82,2020-05-08,69.5,1.95,6.995002746582031,9.144391784330754,1.5,2.0,-1.1499999,-37.09677,3.0,9.0,0.6628451684570313,0.0,1755.0
83,2020-06-19,62.5,1.95,13.995002746582031,18.295316352815423,1.87,1.95,0.05000007,2.6315827,4.0,1538.0,0.5959513061523438,0.0,299910.0
84,2020-05-01,73.5,1.97,2.9950027465820312,3.9152920309109405,1.85,2.04,-0.30999994,-13.596489,11.0,23.0,0.5961954443359375,0.0,4531.0
85,2020-05-22,60.5,2.0,15.995002746582031,20.90986622952533,0.07,3.95,0.0,0.0,,4.0,0.9101571484375,0.0,800.0
86,2020-05-22,63.5,2.0,12.995002746582031,16.988041414460472,0.1,4.0,0.0,0.0,1.0,5.0,0.7917501293945313,0.0,1000.0
87,2020-05-22,59.0,2.0,17.49500274658203,22.87077863705776,0.0,4.55,0.0,0.0,,4.0,1.0219775463867187,0.0,800.0
88,2020-10-16,50.0,2.0,26.49500274658203,34.63625308225234,1.9,2.08,0.0,0.0,1.0,441.0,0.5891154370117189,0.0,88200.0
89,2020-05-01,74.5,2.1,1.9950027465820312,2.608017092555987,2.23,2.4,-0.2900002,-12.133899,1.0,64.0,0.5908244042968751,0.0,13440.0
90,2020-05-15,70.0,2.11,6.495002746582031,8.490754315153277,2.09,2.14,0.00999999,0.47619003,160.0,2909.0,0.5996133789062501,0.0,613799.0
91,2020-05-08,67.5,2.15,8.995002746582031,11.75894166104066,1.06,1.32,0.0,0.0,,18.0,0.6523472265625001,0.0,3869.9999999999995
92,2020-05-01,74.0,2.16,2.4950027465820312,3.261654561733464,2.04,2.26,0.01999998,0.9345785,40.0,50.0,0.5986368261718751,0.0,10800.0
93,2020-05-08,70.5,2.18,5.995002746582031,7.8371168459758,1.71,2.05,0.3800001,21.111118,4.0,8.0,0.6323278955078125,0.0,1744.0000000000002
94,2020-05-08,71.0,2.22,5.495002746582031,7.183479376798324,1.75,2.4,-1.1299999,-33.73134,2.0,116.0,0.6384313500976562,0.0,25752.000000000004
95,2020-07-17,60.0,2.23,16.49500274658203,21.563503698702807,2.18,2.28,0.029999971,1.3636351,6.0,3760.0,0.5910685424804689,0.0,838479.9999999999
96,2020-05-29,68.0,2.29,8.495002746582031,11.105304191863183,0.45,4.55,0.0,0.0,,1.0,0.6084023535156251,0.0,229.0
97,2020-08-21,55.0,2.3,21.49500274658203,28.099878390477574,2.05,2.21,0.13999987,6.481475,1.0,1564.0,0.6052285571289064,0.0,359720.0
98,2020-06-19,65.0,2.31,11.495002746582031,15.027129006928043,2.3,2.4,0.059999943,2.6666641,31.0,5750.0,0.5712933496093751,0.0,1328250.0
99,2020-05-22,70.0,2.31,6.495002746582031,8.490754315153277,1.5,3.05,-0.21000004,-8.333335,5.0,28.0,0.5524947094726562,0.0,6468.000000000001
100,2020-05-08,71.5,2.34,4.995002746582031,6.529841907620846,1.63,2.46,0.0,0.0,19.0,36.0,0.6052285571289064,0.0,8424.0
101,2020-05-22,67.0,2.36,9.495002746582031,12.412579130218136,0.12,4.05,0.0,0.0,3.0,8.0,0.6523472265625001,0.0,1888.0
102,2020-05-08,63.0,2.37,13.495002746582031,17.641678883637947,0.59,0.77,0.0,0.0,9.0,21.0,0.726565234375,0.0,4977.0
103,2020-05-01,75.0,2.52,1.4950027465820312,1.9543796233785105,2.45,2.59,0.03999996,1.6129017,81.0,65.0,0.5883830224609375,0.0,16380.000000000002
104,2020-05-08,66.5,2.52,9.995002746582031,13.066216599395613,0.95,1.31,0.0,0.0,1.0,5.0,0.6870148486328126,0.0,1260.0
105,2020-08-21,52.5,2.55,23.99500274658203,31.368065736364958,1.77,1.94,0.0,0.0,101.0,241.0,0.6335485864257813,0.0,61454.99999999999
106,2020-05-08,69.0,2.56,7.495002746582031,9.79802925350823,1.31,1.71,0.0,0.0,2.0,13.0,0.6435582519531251,0.0,3328.0
107,2020-05-08,73.0,2.58,3.4950027465820312,4.568929500088418,2.39,2.77,-0.47000003,-15.409838,23.0,159.0,0.6035195898437502,0.0,41022.0
108,2020-05-29,65.0,2.6,11.495002746582031,15.027129006928043,0.35,2.45,-0.25,-8.77193,1.0,1.0,0.5666547241210937,0.0,260.0
109,2020-05-08,72.0,2.6,4.495002746582031,5.87620443844337,1.83,2.28,-0.09000015,-3.3457305,1.0,8.0,0.5786174951171875,0.0,2080.0
110,2020-10-16,55.0,2.66,21.49500274658203,28.099878390477574,2.54,2.73,-0.099999905,-3.623185,4.0,1182.0,0.5446822875976562,0.0,314412.00000000006
111,2020-05-22,55.0,2.66,21.49500274658203,28.099878390477574,0.01,4.55,0.0,0.0,2.0,5.0,1.2026407055664063,0.0,1330.0
112,2020-07-17,62.5,2.67,13.995002746582031,18.295316352815423,2.58,2.68,0.029999971,1.1363626,5.0,795.0,0.5649457568359376,0.0,212265.0
113,2020-05-22,50.0,2.68,26.49500274658203,34.63625308225234,0.0,4.5,0.0,0.0,,2.0,1.4345731396484376,0.0,536.0
114,2020-08-21,57.5,2.71,18.99500274658203,24.831691044590194,2.45,2.59,0.0,0.0,1.0,304.0,0.5852092260742188,0.0,82384.0
115,2020-05-29,65.5,2.72,10.995002746582031,14.373491537750565,0.45,2.59,0.0,0.0,1.0,1.0,0.5678754150390625,0.0,272.0
116,2020-05-08,72.5,2.75,3.9950027465820312,5.222566969265893,1.97,2.8,0.0,0.0,15.0,40.0,0.602787175292969,0.0,11000.0
117,2020-05-29,66.5,2.79,9.995002746582031,13.066216599395613,0.09,4.4,0.0,0.0,,2.0,0.6335485864257813,0.0,558.0
118,2020-05-15,72.5,2.8,3.9950027465820312,5.222566969265893,2.77,2.85,0.01999998,0.7194238,218.0,1019.0,0.5730023168945313,0.0,285320.0
119,2021-01-15,50.0,2.88,26.49500274658203,34.63625308225234,2.55,2.87,-0.06999993,-2.372879,5.0,3254.0,0.5356491748046875,0.0,937152.0
120,2020-05-29,69.0,2.89,7.495002746582031,9.79802925350823,0.59,3.0,0.0,0.0,1.0,1.0,0.6291540991210938,0.0,289.0
121,2020-05-01,76.0,2.9,0.49500274658203125,0.6471046850235574,2.87,3.05,-0.00999999,-0.34364226,10.0,308.0,0.5827678442382812,0.0,89320.0
122,2020-06-19,67.5,2.92,8.995002746582031,11.75894166104066,2.81,2.91,0.01999998,0.68965447,1.0,5211.0,0.5451705639648439,0.0,1521612.0
123,2020-10-16,57.5,2.92,18.99500274658203,24.831691044590194,2.97,3.1,0.0,0.0,1.0,171.0,0.5246629565429688,0.0,49932.0
124,2020-05-22,71.0,2.96,5.495002746582031,7.183479376798324,0.17,3.35,1.0500001,54.973827,2.0,8.0,0.6433141137695313,0.0,2368.0
125,2020-05-29,70.0,2.99,6.495002746582031,8.490754315153277,2.3,5.9,0.0,0.0,4.0,7.0,0.7126493579101563,0.0,2093.0
126,2020-08-21,60.0,3.0,16.49500274658203,21.563503698702807,2.84,2.94,0.0,0.0,6.0,2996.0,0.5589643713378907,0.0,898800.0
127,2020-07-17,65.0,3.05,11.495002746582031,15.027129006928043,3.0,3.15,0.049999952,1.6666651,46.0,2891.0,0.5377243493652344,0.0,881754.9999999999
128,2020-05-22,72.5,3.08,3.9950027465820312,5.222566969265893,0.79,5.05,0.0,0.0,4.0,4.0,0.5207567456054687,0.0,1232.0
129,2020-10-16,52.5,3.1,23.99500274658203,31.368065736364958,2.2,2.35,0.0,0.0,2.0,342.0,0.5649457568359376,0.0,106020.0
130,2020-05-22,65.5,3.15,10.995002746582031,14.373491537750565,0.23,4.75,0.0,0.0,11.0,10.0,0.7756370092773439,0.0,3150.0
131,2020-05-29,71.0,3.18,5.495002746582031,7.183479376798324,1.15,5.15,-1.0199997,-24.28571,1.0,12.0,0.5629926513671876,0.0,3816.0000000000005
132,2021-01-15,52.5,3.2,23.99500274658203,31.368065736364958,2.99,3.3,0.0,0.0,1.0,1095.0,0.5210008837890624,0.0,350400.0
